,item_sku_id,item_first_cate_cd,item_second_cate_cd,item_third_cate_cd,price
10622888,1712576108,1320,1585,1602,21.8
10626693,1749627132,1320,1585,1602,46.0
10626862,1751458412,1320,1585,1602,198.0
10627168,1754585140,1320,1585,1602,35.8
10628103,1763967403,1320,1585,1602,12.5
10633154,1873292,1320,1585,1602,39.9
10635698,1966646235,1320,1585,1602,100.0
10635758,1967187579,1320,1585,1602,30.0
10637468,2205092,1320,1585,1602,41.0
10637663,2798840,1320,1585,1602,65.55
10637705,2927033,1320,1585,1602,60.0
10637765,3100604,1320,1585,1602,119.0
10637773,3126563,1320,1585,1602,28.0
10637809,3248498,1320,1585,1602,75.0
10638000,3867509,1320,1585,1602,49.9
10638139,4404154,1320,1585,1602,134.0
10638142,4434364,1320,1585,1602,49.8
10638318,742559,1320,1585,1602,79.0
10638328,768401,1320,1585,1602,136.0
10638355,852881,1320,1585,1602,2.5
10638397,943433,1320,1585,1602,57.6
10638408,963086,1320,1585,1602,13.6
10638416,990419,1320,1585,1602,6.8
10639359,1000799386,1320,1585,1602,17.0
10639876,10014345401,1320,1585,1602,40.0
10641906,10032416615,1320,1585,1602,19.5
10642121,10033533430,1320,1585,1602,198.0
10646276,10068841539,1320,1585,1602,45.8
10647166,10075408761,1320,1585,1602,58.0
10648054,10081006885,1320,1585,1602,252.0
10652243,10107508603,1320,1585,1602,5.9
10652302,10107832759,1320,1585,1602,112.0
10654106,10116370329,1320,1585,1602,219.0
10656498,1012651157,1320,1585,1602,67.0
10659734,1014531868,1320,1585,1602,138.0
10665039,10186473694,1320,1585,1602,46.8
10666132,10193866753,1320,1585,1602,25.0
10669795,10221914319,1320,1585,1602,68.0
10670510,10227390124,1320,1585,1602,28.0
10673651,10253482989,1320,1585,1602,59.0
10674913,1026049638,1320,1585,1602,156.0
10675768,10266729994,1320,1585,1602,78.0
10677813,10284857565,1320,1585,1602,12.0
10677949,10285746453,1320,1585,1602,52.0
10684042,1034395323,1320,1585,1602,66.0
10684717,10349453145,1320,1585,1602,432.0
10685400,10355736517,1320,1585,1602,33.0
10696527,10435732682,1320,1585,1602,48.0
10700758,10479674283,1320,1585,1602,75.125
10702144,10495981071,1320,1585,1602,40.0
10702183,1049606874,1320,1585,1602,201.6
10702414,10497638588,1320,1585,1602,68.625
10702663,10499797111,1320,1585,1602,17.5
10703260,10504944972,1320,1585,1602,390.0
10707740,10534286509,1320,1585,1602,48.0
10707750,10534368061,1320,1585,1602,14.9
10708692,10540019777,1320,1585,1602,55.0
10714788,10593258527,1320,1585,1602,6.5
10716053,10607335606,1320,1585,1602,4.8
10722347,10670114650,1320,1585,1602,59.0
10723674,10682877671,1320,1585,1602,34.0
10726489,1071314989,1320,1585,1602,166.0
10736490,10809009385,1320,1585,1602,140.8
10736953,10814643839,1320,1585,1602,62.48
10739450,1083831122,1320,1585,1602,29.0
10740817,1085221,1320,1585,1602,50.4
10747654,1091743880,1320,1585,1602,48.0
10759856,1100140794,1320,1585,1602,169.0
10773201,11077524419,1320,1585,1602,72.0
10781257,11127452198,1320,1585,1602,223.9
10785086,1114086990,1320,1585,1602,40.8
10785809,11145354988,1320,1585,1602,37.0
10788530,11159856074,1320,1585,1602,56.0
10793852,11175150695,1320,1585,1602,90.0
10811049,11242682500,1320,1585,1602,68.0
10814435,1125747518,1320,1585,1602,204.0
10814458,1125761774,1320,1585,1602,34.0
10824349,11322565028,1320,1585,1602,89.1
10825653,11331109721,1320,1585,1602,99.0
10829355,11362096124,1320,1585,1602,80.0
10830565,1137350982,1320,1585,1602,72.0
10839111,1143181918,1320,1585,1602,9.9
10841234,11451265886,1320,1585,1602,50.0
10846037,11491028513,1320,1585,1602,65.0
10846720,1149568928,1320,1585,1602,88.0
10848836,11509636576,1320,1585,1602,45.8
10858335,1158103633,1320,1585,1602,3.7
10861211,11597998831,1320,1585,1602,46.15
10882477,1173256613,1320,1585,1602,98.0
10884289,11744681485,1320,1585,1602,120.0
10884428,1174543561,1320,1585,1602,69.0
10884931,11749084838,1320,1585,1602,39.0
10899778,1218885882,1320,1585,1602,100.0
10900077,1225074871,1320,1585,1602,16.8
10900346,1230043,1320,1585,1602,207.0
10901999,1265219971,1320,1585,1602,5.8
10902202,1268863700,1320,1585,1602,3.8
10902267,1271218414,1320,1585,1602,13800.0
10902650,1278483626,1320,1585,1602,2.2
10904626,1321005658,1320,1585,1602,50.0
10904994,1330477,1320,1585,1602,88.9
10905660,1341621450,1320,1585,1602,9.5
10906573,1362606094,1320,1585,1602,10.8
10908121,1392428176,1320,1585,1602,31.6
10908268,1396129017,1320,1585,1602,288.0
10909538,1420578361,1320,1585,1602,25.8
10909693,1422835770,1320,1585,1602,42.5
10909696,1422961167,1320,1585,1602,12.6
10910295,1432890332,1320,1585,1602,7.0
10910360,1433478263,1320,1585,1602,58.8
10910365,1433494247,1320,1585,1602,23.2
10910366,1433494892,1320,1585,1602,7.0
10910896,1439903624,1320,1585,1602,6.71
10911668,1450745227,1320,1585,1602,20.8
10912321,1457494894,1320,1585,1602,1.66
10913507,1470641976,1320,1585,1602,28.1
10913509,1470652011,1320,1585,1602,8.5
10913511,1470653973,1320,1585,1602,66.0
10913742,1472444810,1320,1585,1602,119.0
10914523,1479396026,1320,1585,1602,3.0
10914528,1479417680,1320,1585,1602,2.5
10915067,1484967510,1320,1585,1602,388.0
10917012,1502435214,1320,1585,1602,4.0
10917016,1502439816,1320,1585,1602,2.5
10918359,1513124846,1320,1585,1602,60.0
10918415,1513564460,1320,1585,1602,2.5
10918423,1513631018,1320,1585,1602,5.5
10919079,1519832594,1320,1585,1602,3.6
10920772,1539021802,1320,1585,1602,18.0
10920946,1540911181,1320,1585,1602,4.5
10921106,1542475500,1320,1585,1602,3.8
10921443,1546233760,1320,1585,1602,6.5
10922139,1550188179,1320,1585,1602,34.8
10925542,1566426276,1320,1585,1602,44.9
10926187,1569340805,1320,1585,1602,2.5
10927430,1575836912,1320,1585,1602,7.2
10929361,1588384143,1320,1585,1602,2.0
10929578,1590095325,1320,1585,1602,100.0
10930451,1596882273,1320,1585,1602,98.0
10931660,1605969160,1320,1585,1602,119.9
10932274,1610729759,1320,1585,1602,5.5
10934778,1628726335,1320,1585,1602,67.0
10934809,1629016417,1320,1585,1602,1.9
10939976,1673201513,1320,1585,1602,56.0
10944079,1705613985,1320,1585,1602,148.5
10944582,1709107864,1320,1585,1602,60.0
10945432,1716616816,1320,1585,1602,398.0
10952584,1787313580,1320,1585,1602,47.0
10955243,1851792,1320,1585,1602,52.5
10955691,1951183393,1320,1585,1602,38.0
10957882,1967697301,1320,1585,1602,70.0
10959622,2510388,1320,1585,1602,75.0
10959639,2573712,1320,1585,1602,72.0
10959773,3020613,1320,1585,1602,56.0
10959809,3119436,1320,1585,1602,29.0
10959962,3575559,1320,1585,1602,135.0
10960149,4172768,1320,1585,1602,18.0
10960244,4645268,1320,1585,1602,29.9
10960279,529254,1320,1585,1602,32.0
10960384,795183,1320,1585,1602,22.0
10960444,943434,1320,1585,1602,2.4
10965487,1004423334,1320,1585,1602,256.0
10965725,1004601006,1320,1585,1602,55.0
10969323,10075408762,1320,1585,1602,77.4
10971081,10086575112,1320,1585,1602,163.0
10976553,10118193859,1320,1585,1602,708.0
10979812,10133124490,1320,1585,1602,40.0
10981107,1014002882,1320,1585,1602,64.0
10984893,10165929463,1320,1585,1602,9.9
10988198,10193866754,1320,1585,1602,145.0
10990001,10207534288,1320,1585,1602,65.0
10995670,10253305885,1320,1585,1602,90.0
10996232,10256467047,1320,1585,1602,78.0
10997811,10266729995,1320,1585,1602,78.0
10998926,10276932664,1320,1585,1602,9.0
10999387,10280932380,1320,1585,1602,159.8
11001786,1030662044,1320,1585,1602,4.0
11006640,1034831950,1320,1585,1602,19.9
11010445,10375256047,1320,1585,1602,158.0
11011384,10380369260,1320,1585,1602,74.8
11015634,10406325386,1320,1585,1602,4.5
11015869,10409782467,1320,1585,1602,5.0
11018650,10435732683,1320,1585,1602,80.0
11021156,10461710888,1320,1585,1602,5.5
11022119,1046999453,1320,1585,1602,75.0
11022492,10476051974,1320,1585,1602,77.0
11027711,10519224727,1320,1585,1602,30.0
11027714,10519234087,1320,1585,1602,3.771875
11031575,10547687802,1320,1585,1602,73.0
11035652,10579371351,1320,1585,1602,72.0
11037946,1060570182,1320,1585,1602,265.0
11038081,10607335607,1320,1585,1602,58.0
11045989,10686348341,1320,1585,1602,46.8
11051272,1074085993,1320,1585,1602,39.0
11051726,10745422966,1320,1585,1602,85.5
11060419,10828979776,1320,1585,1602,39.0
11063488,1085975360,1320,1585,1602,69.0
11065732,1088243,1320,1585,1602,28.9
11068348,1090681447,1320,1585,1602,3.2
11071625,10936504145,1320,1585,1602,51.0
11075193,10962342944,1320,1585,1602,318.0
11093191,11066137883,1320,1585,1602,19.8
11097890,11094307089,1320,1585,1602,59.0
11103376,11127452199,1320,1585,1602,125.9
11107155,1114075786,1320,1585,1602,49.0
11143183,11301985415,1320,1585,1602,43.0
11151566,1136227688,1320,1585,1602,84.0
11155071,11391128608,1320,1585,1602,41.5
11159726,1142158008,1320,1585,1602,42.0
11159844,1142218584,1320,1585,1602,94.5
11163485,11451265887,1320,1585,1602,50.0
11168229,11491033938,1320,1585,1602,23.0
11168245,11491133058,1320,1585,1602,60.0
11171054,11509690166,1320,1585,1602,75.0
11171150,11510531360,1320,1585,1602,60.0
11186043,11616699731,1320,1585,1602,48.0
11186244,11618142040,1320,1585,1602,68.5
11194328,1166956631,1320,1585,1602,50.0
11206357,11744681486,1320,1585,1602,26.0
11206431,11745053408,1320,1585,1602,38.9
11220607,1182979883,1320,1585,1602,358.0
11220619,1183867334,1320,1585,1602,58.0
11220962,1195463025,1320,1585,1602,59.0
11221853,1218885883,1320,1585,1602,100.0
11222108,1224817676,1320,1585,1602,5.0
11223470,1252439251,1320,1585,1602,178.0
11224033,1265219972,1320,1585,1602,5.8
11225997,1309649680,1320,1585,1602,2.2
11226318,1314559145,1320,1585,1602,398.0
11227005,1330478,1320,1585,1602,69.9
11228369,1355798992,1320,1585,1602,3.8
11228657,1362606095,1320,1585,1602,10.8
11228772,1364764087,1320,1585,1602,5.0
11228860,1366126515,1320,1585,1602,6.9
11230228,1392428177,1320,1585,1602,47.4
11230441,1397098371,1320,1585,1602,200.0
11231801,1422835771,1320,1585,1602,42.5
11232486,1433490291,1320,1585,1602,5.7
11232488,1433496477,1320,1585,1602,3.9
11232737,1435811588,1320,1585,1602,12.38
11234135,1455641817,1320,1585,1602,62.5
11234394,1457490293,1320,1585,1602,4.6
11235693,1471620108,1320,1585,1602,8.2
11235788,1472444811,1320,1585,1602,119.0
11239059,1502443780,1320,1585,1602,5.9
11240449,1513560003,1320,1585,1602,4.2
11240463,1513639554,1320,1585,1602,12.8
11240638,1514970195,1320,1585,1602,3.5
11240640,1514970984,1320,1585,1602,4.5
11241019,1518624322,1320,1585,1602,109.0
11241164,1520184360,1320,1585,1602,2.1
11242010,1530948189,1320,1585,1602,11.5
11242261,1533478876,1320,1585,1602,8.3
11242264,1533485623,1320,1585,1602,4.2
11243445,1546011008,1320,1585,1602,3.8
11243469,1546178291,1320,1585,1602,4.8
11244339,1551003331,1320,1585,1602,2.8
11248269,1569340806,1320,1585,1602,5.85
11248283,1569408755,1320,1585,1602,5.9
11248792,1572248621,1320,1585,1602,15.8
11252643,1597250764,1320,1585,1602,3.9
11253291,1602639186,1320,1585,1602,7.8
11253892,1606361038,1320,1585,1602,96.0
11255529,1617890064,1320,1585,1602,35.0
11256799,1627744667,1320,1585,1602,98.4
11256876,1628726336,1320,1585,1602,100.0
11261348,1666403943,1320,1585,1602,12.5
11264094,1691472518,1320,1585,1602,23.9
11264590,1694858698,1320,1585,1602,5.5
11266284,1705994197,1320,1585,1602,59.9
11266625,1708525187,1320,1585,1602,3.0
11267432,1715247885,1320,1585,1602,53.8
11267593,1716616817,1320,1585,1602,398.0
11271241,1753050889,1320,1585,1602,14.0
11277745,1951183394,1320,1585,1602,38.0
11278596,1956906594,1320,1585,1602,158.0
11280363,1971662211,1320,1585,1602,170.0
11281308,1980475,1320,1585,1602,9.9
11281733,2686792,1320,1585,1602,62.0
11281857,3100606,1320,1585,1602,119.0
11281917,3273724,1320,1585,1602,99.0
11282096,3897841,1320,1585,1602,60.0
11282183,4263966,1320,1585,1602,528.0
11282215,4397898,1320,1585,1602,46.8
11282408,795184,1320,1585,1602,22.0
11282429,852883,1320,1585,1602,2.4
11282438,870571,1320,1585,1602,43.2
11283441,1000799388,1320,1585,1602,13.0
11285506,10028694038,1320,1585,1602,6.2
11289370,10058625686,1320,1585,1602,4.0
11290712,10070687839,1320,1585,1602,39.8
11291353,10075408763,1320,1585,1602,93.0
11295080,10100579763,1320,1585,1602,4.0
11297012,10110330941,1320,1585,1602,228.0
11301798,10133124491,1320,1585,1602,44.0
11306751,10165929464,1320,1585,1602,9.9
11310008,1019339728,1320,1585,1602,169.0
11310095,10193866755,1320,1585,1602,288.0
11313165,10217053381,1320,1585,1602,43.8
11317560,10253305886,1320,1585,1602,90.0
11319650,10266729996,1320,1585,1602,78.0
11323611,1030662045,1320,1585,1602,57.0
11323618,1030677588,1320,1585,1602,6.0
11329860,10358859785,1320,1585,1602,65.8
11339805,10430073636,1320,1585,1602,16.0
11340043,10431824897,1320,1585,1602,120.0
11340049,10431844433,1320,1585,1602,59.9
11340524,10435732684,1320,1585,1602,192.0
11341187,10442205568,1320,1585,1602,57.9
11341638,1044767950,1320,1585,1602,27.8
11344407,10476053559,1320,1585,1602,70.0
11346459,10498846746,1320,1585,1602,57.0
11350672,1052714038,1320,1585,1602,56.0
11350688,1052718904,1320,1585,1602,69.0
11351070,10529939162,1320,1585,1602,48.0
11351076,10529955146,1320,1585,1602,49.0
11351914,10535092767,1320,1585,1602,85.9
11355118,1055978772,1320,1585,1602,139.0
11357323,10577585920,1320,1585,1602,38.90625
11360018,10607335608,1320,1585,1602,88.0
11360869,10616372328,1320,1585,1602,23.8
11360947,10616995781,1320,1585,1602,20.0
11361164,10619267278,1320,1585,1602,70.0
11362554,10632236688,1320,1585,1602,14.8
11372728,10736354817,1320,1585,1602,96.0
11384901,1085223,1320,1585,1602,36.9
11391729,10918212922,1320,1585,1602,48.0
11395833,10954675758,1320,1585,1602,193.0
11405507,1101238720,1320,1585,1602,134.0
11411410,11049330552,1320,1585,1602,72.0
11430887,11151100960,1320,1585,1602,45.0
11435069,11165666159,1320,1585,1602,698.0
11444233,11202794353,1320,1585,1602,39.8
11465159,11301985416,1320,1585,1602,43.0
11473793,11364762027,1320,1585,1602,86.0
11475561,1137687518,1320,1585,1602,16.8
11476776,1138763435,1320,1585,1602,63.0
11476778,1138766456,1320,1585,1602,79.0
11477952,1139540273,1320,1585,1602,30.0
11493185,11510846775,1320,1585,1602,53.0
11493991,1152141444,1320,1585,1602,60.0
11498663,11555323978,1320,1585,1602,25.9
11505548,11598874271,1320,1585,1602,120.0
11508328,11618142041,1320,1585,1602,68.5
11528507,11744681487,1320,1585,1602,40.0
11542753,1185076379,1320,1585,1602,29.0
11544389,1227895823,1320,1585,1602,51.0
11546340,1268766670,1320,1585,1602,8.5
11546859,1279867434,1320,1585,1602,38.4
11548486,1315476804,1320,1585,1602,90.0
11549144,1331385777,1320,1585,1602,368.0
11550691,1362606096,1320,1585,1602,10.8
11551770,1381653682,1320,1585,1602,19.9
11551825,1382979802,1320,1585,1602,100.0
11551880,1384010859,1320,1585,1602,6.8
11553726,1422976451,1320,1585,1602,12.6
11554384,1433491228,1320,1585,1602,45.0
11554386,1433492809,1320,1585,1602,18.8
11554388,1433494513,1320,1585,1602,26.8
11554389,1433496478,1320,1585,1602,4.5
11554756,1437891293,1320,1585,1602,280.0
11557290,1468212551,1320,1585,1602,3.8
11557373,1469890808,1320,1585,1602,6.0
11557437,1470282443,1320,1585,1602,4.0
11557514,1470656615,1320,1585,1602,6.8
11557515,1470657788,1320,1585,1602,2.5
11557721,1472444812,1320,1585,1602,119.0
11558547,1479728494,1320,1585,1602,3.2
11559051,1485100316,1320,1585,1602,10.5
11559053,1485105041,1320,1585,1602,3.9
11559865,1494074563,1320,1585,1602,1.5
11560593,1499248703,1320,1585,1602,18.8
11560976,1502424920,1320,1585,1602,5.5
11560980,1502439818,1320,1585,1602,2.5
11560982,1502453285,1320,1585,1602,4.0
11561444,1505901301,1320,1585,1602,75.0
11562309,1513118368,1320,1585,1602,69.0
11562356,1513560004,1320,1585,1602,2.6
11562372,1513639555,1320,1585,1602,12.8
11563135,1520829367,1320,1585,1602,7.9
11565013,1542479171,1320,1585,1602,3.5
11565340,1546196124,1320,1585,1602,3.2
11565527,1547579391,1320,1585,1602,9.8
11565859,1549060118,1320,1585,1602,5.5
11566229,1551067709,1320,1585,1602,7.8
11566230,1551068357,1320,1585,1602,13.5
11567426,1557517712,1320,1585,1602,9.9
11569240,1564936760,1320,1585,1602,4.5
11570019,1568840995,1320,1585,1602,8.8
11571379,1575844045,1320,1585,1602,14.2
11572248,1580219874,1320,1585,1602,23.9
11573004,1585740885,1320,1585,1602,4.8
11573071,1586668809,1320,1585,1602,120.0
11573519,1590100382,1320,1585,1602,100.0
11575112,1602529774,1320,1585,1602,5.3
11575126,1602572947,1320,1585,1602,3.5
11575151,1602638014,1320,1585,1602,10.0
11575153,1602641065,1320,1585,1602,4.5
11575539,1605285639,1320,1585,1602,65.0
11576642,1613300487,1320,1585,1602,89.0
11577747,1620640743,1320,1585,1602,135.0
11578455,1626227023,1320,1585,1602,298.0
11578749,1628726337,1320,1585,1602,167.0
11585973,1691472519,1320,1585,1602,23.9
11586681,1696457902,1320,1585,1602,105.0
11588067,1705211189,1320,1585,1602,59.9
11588198,1705994198,1320,1585,1602,59.9
11589337,1714935658,1320,1585,1602,15.5
11589480,1716269533,1320,1585,1602,53.8
11590237,1721313380,1320,1585,1602,8.5
11591862,1735246142,1320,1585,1602,28.8
11592880,1748566266,1320,1585,1602,393.0
11598674,1809602120,1320,1585,1602,1.8
11603371,1980476,1320,1585,1602,39.9
11603705,2318582,1320,1585,1602,12.8
11603731,2412974,1320,1585,1602,108.0
11603772,2574506,1320,1585,1602,60.0
11603906,3020615,1320,1585,1602,42.0
11603939,3116798,1320,1585,1602,128.0
11603958,3176048,1320,1585,1602,45.0
11603980,3261728,1320,1585,1602,69.0
11604315,4313224,1320,1585,1602,230.0
11604432,603062,1320,1585,1602,119.0
11604516,795185,1320,1585,1602,25.0
11604540,852884,1320,1585,1602,2.4
11608975,10038505118,1320,1585,1602,56.0
11609592,1004368130,1320,1585,1602,189.0
11610778,1005343082,1320,1585,1602,48.0
11612156,1006409998,1320,1585,1602,36.0
11613457,10075408764,1320,1585,1602,110.0
11619728,10113399029,1320,1585,1602,23.2
11623869,10133124492,1320,1585,1602,44.0
11625364,1014197647,1320,1585,1602,550.0
11628418,10163292631,1320,1585,1602,52.8
11628785,10165929465,1320,1585,1602,9.9
11630242,10178762338,1320,1585,1602,79.0
11632199,10194105250,1320,1585,1602,198.0
11634213,10209368771,1320,1585,1602,76.0
11635656,1022079814,1320,1585,1602,23.0
11639691,10253305887,1320,1585,1602,90.0
11640885,10260316201,1320,1585,1602,20.0
11645476,10298343730,1320,1585,1602,28.0
11645669,1030207096,1320,1585,1602,19.0
11648106,10326365244,1320,1585,1602,25.0
11648107,10326369321,1320,1585,1602,80.0
11650652,1034763693,1320,1585,1602,11.0
11650692,10348074067,1320,1585,1602,7.5
11652189,10359975689,1320,1585,1602,68.0
11652444,1036146566,1320,1585,1602,578.0
11654044,10372515640,1320,1585,1602,3.5
11654498,10375396200,1320,1585,1602,96.0
11654737,10376521115,1320,1585,1602,47.0
11654939,10377615596,1320,1585,1602,88.0
11656796,10386991120,1320,1585,1602,19.8
11661437,10423945491,1320,1585,1602,61.046875
11662283,10431824898,1320,1585,1602,65.0
11662290,10431844434,1320,1585,1602,59.9
11663439,10442205569,1320,1585,1602,57.9
11666351,10471511640,1320,1585,1602,59.0
11666638,10476056320,1320,1585,1602,42.0
11668175,10493707333,1320,1585,1602,38.0
11671883,10519916172,1320,1585,1602,72.03125
11672811,1052713247,1320,1585,1602,146.0
11672813,1052714039,1320,1585,1602,68.0
11674897,10540271747,1320,1585,1602,110.0
11682147,10607325697,1320,1585,1602,58.0
11684941,1063458931,1320,1585,1602,3.0
11685000,1063502263,1320,1585,1602,3.5
11685426,1063915621,1320,1585,1602,1.0
11686417,10645886497,1320,1585,1602,698.0
11686756,10649372358,1320,1585,1602,58.9
11688375,10669075345,1320,1585,1602,132.0
11690584,10691264669,1320,1585,1602,99.0
11694832,10736354818,1320,1585,1602,384.0
11697394,1076084570,1320,1585,1602,13.5
11709056,1087482693,1320,1585,1602,79.0
11722043,10975128014,1320,1585,1602,5.5
11725640,10997978192,1320,1585,1602,49.0
11733401,11049330553,1320,1585,1602,72.0
11738241,11072899540,1320,1585,1602,39.9
11741831,11094270011,1320,1585,1602,58.0
11747455,11128343726,1320,1585,1602,56.0
11747521,11128603475,1320,1585,1602,48.0
11752796,11151100961,1320,1585,1602,45.0
11761855,11183107433,1320,1585,1602,15.9
11786535,11296264892,1320,1585,1602,28.0
11795732,1136390953,1320,1585,1602,999999.0
11798960,1138882995,1320,1585,1602,76.8
11805700,1143290398,1320,1585,1602,999999.0
11807619,11451280031,1320,1585,1602,135.0
11807744,11452755703,1320,1585,1602,45.0
11812315,11490538997,1320,1585,1602,36.8
11813905,11500815593,1320,1585,1602,132.0
11818306,1153660794,1320,1585,1602,69.0
11822032,11563685618,1320,1585,1602,1500.0
11830583,11618142042,1320,1585,1602,68.5
11835158,1165093322,1320,1585,1602,15.0
11850669,11744681488,1320,1585,1602,11.0
11858682,1179269726,1320,1585,1602,30.0
11865066,1188251570,1320,1585,1602,1380.0
11865346,1198337404,1320,1585,1602,108.0
11865790,1211610282,1320,1585,1602,41.9
11865883,1213494378,1320,1585,1602,3.0
11866067,1218073158,1320,1585,1602,75.0
11866671,1230046,1320,1585,1602,89.7
11866745,1231175183,1320,1585,1602,785.0
11866877,1234400307,1320,1585,1602,52.5
11867434,1244688261,1320,1585,1602,16.0
11868544,1268810936,1320,1585,1602,3.4
11868999,1278487298,1320,1585,1602,3.2
11869029,1279432576,1320,1585,1602,9.0
11870314,1309626744,1320,1585,1602,25.3
11870329,1309738650,1320,1585,1602,7.8
11872985,1362606097,1320,1585,1602,10.8
11873446,1371831174,1320,1585,1602,267.0
11873480,1372215999,1320,1585,1602,9.9
11874364,1389652976,1320,1585,1602,2.0
11876060,1422976452,1320,1585,1602,12.6
11876710,1433467970,1320,1585,1602,2.8
11876711,1433470640,1320,1585,1602,3.4
11876715,1433484221,1320,1585,1602,4.4
11876717,1433494514,1320,1585,1602,19.8
11876718,1433494895,1320,1585,1602,7.0
11876970,1436000718,1320,1585,1602,5.29
11877183,1439704721,1320,1585,1602,88.0
11879309,1465676146,1320,1585,1602,289.0
11879717,1470282444,1320,1585,1602,2.8
11879793,1470657789,1320,1585,1602,19.6
11879796,1470670872,1320,1585,1602,2.0
11880582,1477590702,1320,1585,1602,12.5
11881079,1481814274,1320,1585,1602,52.0
11881080,1481815855,1320,1585,1602,12.7
11881603,1487929394,1320,1585,1602,2.0
11883178,1502214021,1320,1585,1602,4.0
11883189,1502252151,1320,1585,1602,3.0
11883217,1502439675,1320,1585,1602,2.5
11883220,1502446947,1320,1585,1602,5.5
11883902,1507534120,1320,1585,1602,5.0
11884598,1513634951,1320,1585,1602,5.2
11885265,1519832597,1320,1585,1602,11.8
11886953,1539018991,1320,1585,1602,8.5
11886954,1539020080,1320,1585,1602,3.9
11887283,1542479172,1320,1585,1602,6.5
11888501,1551047649,1320,1585,1602,3.9
11888511,1551074049,1320,1585,1602,1.7
11889731,1557517713,1320,1585,1602,39.6
11891529,1564936761,1320,1585,1602,4.5
11893626,1575832694,1320,1585,1602,2.7
11895305,1585740886,1320,1585,1602,58.0
11895832,1590427413,1320,1585,1602,12.4
11896241,1593768982,1320,1585,1602,39.9
11896593,1596355806,1320,1585,1602,3.6
11897103,1600527654,1320,1585,1602,5.0
11898873,1613300488,1320,1585,1602,89.0
11899668,1618171700,1320,1585,1602,218.0
11902177,1639266021,1320,1585,1602,23.8
11906389,1674173117,1320,1585,1602,18.9
11907507,1685766159,1320,1585,1602,3.9
11910446,1705994199,1320,1585,1602,59.9
11911948,1717883542,1320,1585,1602,24.0
11912472,1721313381,1320,1585,1602,48.8
11915854,1756185256,1320,1585,1602,8.0
11916217,1759366368,1320,1585,1602,22.0
11916964,1767173967,1320,1585,1602,27.5
11922611,1953821580,1320,1585,1602,3.0
11925763,1980477,1320,1585,1602,29.9
11926002,2066109,1320,1585,1602,222.9
11926146,2542713,1320,1585,1602,76.9
11926195,2686794,1320,1585,1602,62.0
11926231,280743,1320,1585,1602,188.0
11926252,2900931,1320,1585,1602,132.0
11926279,2984292,1320,1585,1602,75.0
11926339,3170388,1320,1585,1602,45.0
11926452,3483693,1320,1585,1602,13.9
11926509,3690402,1320,1585,1602,93.6
11926757,529257,1320,1585,1602,39.0
11926869,795186,1320,1585,1602,39.0
11926899,861216,1320,1585,1602,2.5
11926901,869751,1320,1585,1602,156.0
11926947,968223,1320,1585,1602,8.5
11928113,1001074718,1320,1585,1602,532.0
11931982,10043937853,1320,1585,1602,58.5
11932003,1004403540,1320,1585,1602,35.0
11933029,10052971552,1320,1585,1602,39.9
11934517,10064593346,1320,1585,1602,45.0
11935772,10075408765,1320,1585,1602,220.0
11938265,10089186314,1320,1585,1602,299.0
11942585,10115423246,1320,1585,1602,88.0
11946344,10133124493,1320,1585,1602,40.0
11952799,10178762339,1320,1585,1602,79.0
11952872,1017922690,1320,1585,1602,108.0
11953665,1018655287,1320,1585,1602,76.0
11954504,1019212401,1320,1585,1602,45.0
11954782,10194186380,1320,1585,1602,55.0
11957953,10218403310,1320,1585,1602,46.0
11961585,1024726175,1320,1585,1602,688.0
11961970,10249941410,1320,1585,1602,72.8
11962281,10253305888,1320,1585,1602,90.0
11963444,10260316202,1320,1585,1602,59.0
11968188,1030518317,1320,1585,1602,15.0
11968230,1030657148,1320,1585,1602,7.0
11970490,10326343744,1320,1585,1602,45.0
11973001,10348074068,1320,1585,1602,21.5
11976353,10372515641,1320,1585,1602,3.5
11977931,10381255783,1320,1585,1602,50.0
11979140,10386991121,1320,1585,1602,19.8
11980250,10393171659,1320,1585,1602,85.0
11983956,10424816047,1320,1585,1602,58.0
11984248,1042846996,1320,1585,1602,7.9
11984643,10431824899,1320,1585,1602,35.0
11984855,10433194150,1320,1585,1602,48.0
11986176,10445176391,1320,1585,1602,68.0
11986381,10448403616,1320,1585,1602,57.9
11988500,1046839772,1320,1585,1602,46.0
11988807,10471511641,1320,1585,1602,59.0
11990809,10495984096,1320,1585,1602,54.0
11991185,10499118473,1320,1585,1602,85.0
11991301,10499676353,1320,1585,1602,62.0
11993434,10514361802,1320,1585,1602,29.0
11993860,10516946481,1320,1585,1602,12.0
11997284,10540138959,1320,1585,1602,45.0
11999681,1055940674,1320,1585,1602,169.0
12003858,10599366673,1320,1585,1602,55.0
12004565,10607325698,1320,1585,1602,98.0
12008908,1064742214,1320,1585,1602,68.0
12009109,10649372359,1320,1585,1602,29.9
12012855,10690370524,1320,1585,1602,68.0
12019372,1075913847,1320,1585,1602,69.0
12025212,10810197404,1320,1585,1602,43.78
12027174,10831816263,1320,1585,1602,140.0
12032241,1088246,1320,1585,1602,28.9
12038818,10942078332,1320,1585,1602,78.0
12041042,1095863638,1320,1585,1602,286.0
12047236,1099225278,1320,1585,1602,62.0
12047346,10992836030,1320,1585,1602,120.0
12048561,1100311987,1320,1585,1602,65.0
12055728,11049330554,1320,1585,1602,72.0
12065898,11103267019,1320,1585,1602,118.0
